SKU,Name1,Name2
ST20240518_205440_I STILL BELIEVE,I STILL,BELIEVE
ST20240518_205441_BABY ON BOARD,BABY ON,BOARD
ST20240518_205442_PLEASE WIPE YOUR FEET,PLEASE WIPE,YOUR FEET
ST20240518_205443_BIGFOOT CROSSING,BIGFOOT,CROSSING
ST20240518_205444_DONT PET THE FLUFFY BIGFOOT,DON'T PET THE,FLUFFY BIGFOOT
