SKU,Name1,Name2
ST20240507_231629_ALL I NEED IS COFFEE AND MY CAT,ALL I NEED IS,COFFEE AND MY CAT
ST20240507_231630_TELL YOUR CAT I SAID PSPSPS,TELL YOUR CAT I,SAID PSPSPS
ST20240507_231631_LIFE IS MEANINGLESS AND EVERYTHING DIES,LIFE IS MEANINGLESS,AND EVERYTHING DIES
ST20240507_231632_JUDGING YOU SILENTLY,JUDGING YOU,SILENTLY
ST20240507_231633_I LOVE MY CAT,I LOVE,MY CAT
ST20240507_231635_I LOVE CATS IT IS PEOPLE ANNOY ME,I LOVE CATS. IT IS,PEOPLE ANNOY ME
ST20240507_231636_CATS ARE MY FAVORITE PEOPLE,CATS ARE MY,FAVORITE PEOPLE
ST20240507_231637_I LOVE MY ROTTEN UNGRATEFUL CAT,"I LOVE MY ROTTEN,",UNGRATEFUL CAT
ST20240507_231638_IM SORRY DID I JUST ROLL MY EYES OUT LOUD,I'M SORRY DID I JUST,ROLL MY EYES OUT LOUD
ST20240507_231639_MY CAT IS DEMOCRAT,MY CAT IS,DEMOCRAT
ST20240507_231640_REAL MEN LOVE CATS,REAL MEN,LOVE CATS
ST20240507_231641_LOVE IS A FOUR LEGGED WORD,LOVE IS A FOUR,LEGGED WORD
ST20240507_231642_MOTHER OF CATS,MOTHER OF,CATS
ST20240507_231643_PLEASE DONT LET THE CATS OUT NO MATTER WHAT THEY TELL YOU,PLEASE DON'T LET THE CATS OUT,NO MATTER WHAT THEY TELL YOU
ST20240507_231644_IN CASE OF FIRE PLEASE SAVE OUR CAT,IN CASE OF FIRE,PLEASE SAVE OUR CAT
ST20240507_231645_I WAS NORMAL THREE CATS AGO,I WAS NORMAL,THREE CATS AGO
ST20240507_231646_I LOVE MY FAT CAT,I LOVE MY,FAT CAT
ST20240507_231647_SORRY FOR SPEEDING I HAVE TO GET HOME TO MY CAT,"SORRY FOR SPEEDING, I HAVE",TO GET HOME TO MY CAT
ST20240507_231648_SORRY I HAVE PLANS WITH MY CAT,"SORRY, I HAVE",PLANS WITH MY CAT
ST20240507_231649_SORRY IM LATE MY CAT WAS SITTING ON ME,SORRY I'M LATE MY CAT,WAS SITTING ON ME
ST20240507_231650_SORRY FOR SPEEDING BUT MY CAT IS AT HOME ALONE,SORRY FOR SPEEDING BUT MY,CAT IS AT HOME ALONE
ST20240507_231651_TRYING TO GET MY SHIT TOGETHER,TRYING TO GET MY,SHIT TOGETHER
ST20240507_231652_AT LEAST MY CAT LOVES ME,AT LEAST MY,CAT LOVES ME
ST20240507_231653_CATS MAKE ME HAPPY HUMANS MY HEAD HURT,CATS MAKE ME HAPPY,HUMANS MY HEAD HURT
