SKU,Name1,Name2
ST7x520240504_074705_I LIKE MY BOOKS SPICY AND MY COFFEE ICY,I LIKE MY BOOKS SPICY,AND MY COFFEE ICY
ST7x520240504_074706_LOOK LIKE A BEAUTY LIFT LIKE A BEAST,LOOK LIKE A BEAUTY,LIFT LIKE A BEAST
ST7x520240504_074707_POP IT LIKE ITS HOT,POP IT LIKE,ITS HOT
ST7x520240504_074708_I LIKE DOGS COFFEE AND MAYBE 3 PEOPLE,I LIKE DOGS COFFEE,AND MAYBE 3 PEOPLE
ST7x520240504_074709_WHAT I LIKE ABOUT PEOPLE THEIR DOGS,WHAT I LIKE ABOUT,PEOPLE? THEIR DOGS.
ST7x520240504_074710_AINT NO HOOD LIKE MOTHERHOOD,AIN'T NO HOOD,LIKE MOTHERHOOD
ST7x520240504_074711_BEING AN ADULT IS LIKE THE DUMBEST THING IVE EVER DONE,BEING AN ADULT IS LIKE THE,DUMBEST THING I'VE EVER DONE
ST7x520240504_074712_YOU KNOW WHAT THAT SOUNDS LIKE NOT MY PROBLEM,YOU KNOW WHAT THAT,SOUNDS LIKE NOT MY PROBLEM
ST7x520240504_074713_I LIKE TO LIFT WEIGHTS AND EAT PEANUT,I LIKE TO LIFT,WEIGHTS AND EAT PEANUT
ST7x520240504_074714_KICK LIKE A GIRL NEED A LESSON,KICK LIKE A GIRL -,NEED A LESSON
ST7x520240504_074715_I LIKE MY MOTORCYCLE MY DOG & MAYBE 3 PEOPLE,I LIKE MY MOTORCYCLE MY,DOG & MAYBE 3 PEOPLE
ST7x520240504_074716_I HAVENT BEEN EVERYWHERE BUT ITS ON MY LIST,I HAVEN'T BEEN,EVERYWHERE BUT IT'S ON MY LIST
ST7x520240504_074717_THERE IS SOME GOOD IN THIS WORLD,THERE IS SOME GOOD,IN THIS WORLD
ST7x520240504_074718_IM NOT LIKE A REGULAR MOM IM A CAT MAMA,I'M NOT LIKE A REGULAR,MOM I'M A CAT MAMA
ST7x520240504_074719_I WANT TO PET ALL THE DOGS,I WANT TO PET,ALL THE DOGS
ST7x520240504_074720_IM FINE ITS FINE EVERYTHING IS FINE,I'M FINE IT'S FINE,EVERYTHING IS FINE
ST7x520240504_074721_HAVE THE DAY YOU DESERVE,HAVE THE DAY,YOU DESERVE
ST7x520240504_074722_I DONT WATCH PORN I READ LIKE A LADY WOMAN,I DON'T WATCH PORN I,READ LIKE A LADY WOMAN
ST7x520240504_074723_IF YOU DONT LIKE TRUMP THEN YOU PROBABLY WONT LIKE ME,IF YOU DON'T LIKE TRUMP THEN,YOU PROBABLY WON'T LIKE ME
ST7x520240504_074724_ALWAYS DRESS LIKE ITS THE BEST DAY OF YOUR LIFE,ALWAYS DRESS LIKE IT'S THE,BEST DAY OF YOUR LIFE
ST7x520240504_074725_I LIKE PICKLES AND MAY BE 3 PEOPLE,I LIKE PICKLES AND,MAY BE 3 PEOPLE
ST7x520240504_074726_SING LIKE NOBODYS LISTENING,SING LIKE,NOBODY'S LISTENING
ST7x520240504_074727_CHEMISTRY IS LIKE COOKING JUST DONT LICK THE SPOON,CHEMISTRY IS LIKE COOKING,JUST DON'T LICK THE SPOON
ST7x520240504_074728_SCIENCE ITS LIKE MAGIC BUT REAL,SCIENCE IT'S LIKE,MAGIC BUT REAL
ST7x520240504_074729_HEY YOU DROPPED YOUR BRAIN,HEY YOU DROPPED,YOUR BRAIN
ST7x520240504_074730_HOW YOU DOING,HOW YOU,DOING?
ST7x520240504_074731_THINK LIKE A PROTON STAY POSITIVE,THINK LIKE A,PROTON STAY POSITIVE
