SKU,Name1,Name2
ST20240505_143707_RESCUE ALL THE DOGS,RESCUE ALL,THE DOGS
ST20240505_143708_IN CASE OF EMERGENCY PLEASE RESCUE MY DOGS,IN CASE OF EMERGENCY,PLEASE RESCUE MY DOGS
ST20240505_143709_IN CASE OF EMERGENCY PLEASE RESCUE MY PETS,IN CASE OF EMERGENCY,PLEASE RESCUE MY PETS
ST20240505_143710_IN CASE OF EMERGENCY PLEASE SAVE MY PETS,IN CASE OF EMERGENCY,PLEASE SAVE MY PETS
ST20240505_143711_RESCUE ALL THE CATS,RESCUE ALL,THE CATS
ST20240505_143712_WE RESCUED EACH OTHER,WE RESCUED,EACH OTHER
ST20240505_143713_PROUD RESCUE DOG MOM,PROUD RESCUE,DOG MOM
ST20240505_143715_SAVE A LIFE ADOPT A DOG,SAVE A LIFE,ADOPT A DOG
ST20240505_143716_PET ALERT PLEASE SAVE MY PETS,PET ALERT PLEASE,SAVE MY PETS
ST20240505_143717_ADOPT DON'T SHOP,ADOPT,DON'T SHOP
ST20240505_143718_SAVE A LIFE ADOPT A SHELTER PET,SAVE A LIFE ADOPT,A SHELTER PET
ST20240505_143719_RESCUED IS MY FAVORITE BREED,RESCUED IS MY,FAVORITE BREED
ST20240505_143720_DOG MOM,DOG,MOM
ST20240505_143721_IM HERE TO PET ALL THE DOGS,I'M HERE TO PET,ALL THE DOGS
ST20240505_143722_IT WAS ME I LET THE DOGS OUT,IT WAS ME I LET,THE DOGS OUT
ST20240505_143723_LIFE IS BETTER WITH A DOG,LIFE IS BETTER,WITH A DOG
ST20240505_143724_I WORK HARD SO MY DOGS CAN HAVE A BETTER LIFE,I WORK HARD SO MY DOGS,CAN HAVE A BETTER LIFE
ST20240505_143725_PAWS TO ENJOY LIFE,PAWS TO,ENJOY LIFE
ST20240505_143726_MY KIDS HAVE PAWS,MY KIDS,HAVE PAWS
ST20240505_143727_I LOVE MY RESCUE DOG,I LOVE MY,RESCUE DOG
ST20240505_143728_DOGS WELCOME PEOPLE TOLERATED,DOGS WELCOME,PEOPLE TOLERATED
ST20240505_143729_TELL YOUR DOG I SAID HI,TELL YOUR DOG,I SAID HI!
ST20240505_143730_MY WINDOWS ARENT DIRTY THATS MY DOGS NOSE ART,MY WINDOWS AREN'T DIRTY,THAT'S MY DOG'S NOSE ART
ST20240505_143731_DOGS BECAUSE PEOPLE SUCK,DOGS BECAUSE,PEOPLE SUCK
ST20240505_143732_DOG MOM DOG DAD,DOG MOM,DOG DAD
ST20240505_143733_IM ONLY TALKING TO MY DOG TODAY,I'M ONLY TALKING,TO MY DOG TODAY
ST20240505_143734_THE MORE PEOPLE I MEET THE MORE I LIKE MY DOG,THE MORE PEOPLE I MEET,THE MORE I LIKE MY DOG
ST20240505_143735_I LIKE DOGS COFFEE AND MAYBE 3 PEOPLE,I LIKE DOGS COFFEE,AND MAYBE 3 PEOPLE
ST20240505_143736_I LIKE DOGS AND MAYBE 3 PEOPLE,I LIKE DOGS AND,MAYBE 3 PEOPLE
ST20240505_143737_DOG ON BOARD,DOG ON,BOARD
ST20240505_143738_PET ON BOARD,PET ON,BOARD
ST20240505_143739_SERVICE DOG ON BOARD,SERVICE DOG,ON BOARD
ST20240505_143740_A HOUSE IS NOT A HOME WITHOUT A SHIH TZU,A HOUSE IS NOT A HOME,WITHOUT A SHIH TZU
ST20240505_143741_A HOUSE IS NOT A HOME WITHOUT A DOG,A HOUSE IS NOT A,HOME WITHOUT A DOG
ST20240505_143742_A SPOILED SHIH TZU LIVES HERE,A SPOILED SHIH,TZU LIVES HERE
ST20240505_143743_SHIH TZU ON BOARD,SHIH TZU,ON BOARD
ST20240505_143744_DOG IS NOT SPOILED IM JUST WELL TRAINED,DOG IS NOT SPOILED I'M,JUST WELL TRAINED
ST20240505_143745_DOGS MAKE ME HAPPY PEOPLE NOT SO MUCH,DOGS MAKE ME HAPPY!,"PEOPLE, NOT SO MUCH."
ST20240505_143746_DOGS MAKE ME HAPPY YOU NOT SO MUCH,DOGS MAKE ME HAPPY!,"YOU, NOT SO MUCH."
ST20240505_143747_IF MY DOG DOESNT LIKE YOU NEITHER DO I,IF MY DOG DOESN'T,LIKE YOU NEITHER DO I
ST20240505_143748_DOGS MAKE ME HAPPY HUMANS MAKE MY HEAD HURT,DOGS MAKE ME HAPPY,HUMANS MAKE MY HEAD HURT
ST20240505_143749_HOLD ON I SEE A DOG,HOLD ON I,SEE A DOG
ST20240505_143750_A HOUSE IS NOT A HOME WITHOUT PAW PRINTS,A HOUSE IS NOT A HOME,WITHOUT PAW PRINTS
ST20240505_143751_BE THE PERSON YOUR DOG THINKS YOU ARE,BE THE PERSON YOUR,DOG THINKS YOU ARE
ST20240505_143752_IF YOURE NOT THE LEAD DOG THE VIEW NEVER CHANGES,IF YOU'RE NOT THE LEAD DOG,THE VIEW NEVER CHANGES
ST20240505_143753_MY DOGS AND I TALK SHIT ABOUT YOU,MY DOGS AND I TALK,SHIT ABOUT YOU
ST20240505_143754_SPOILED DOG ON BOARD,SPOILED DOG,ON BOARD
ST20240505_143755_PAWS ON BOARD,PAWS ON,BOARD
ST20240505_143756_BABY ON BOARD,BABY ON,BOARD
ST20240505_143757_TALK TO THE PAW,TALK TO,THE PAW
